Retailer,2024-12-30,2025-01-06,2025-01-13,2025-01-20,2025-01-27,2025-02-03,2025-02-10,2025-02-17,2025-02-24,2025-03-03,2025-03-10,2025-03-17,2025-03-24,2025-03-31,2025-04-07,2025-04-14,2025-04-21,2025-04-28,2025-05-05,2025-05-12,2025-05-19,2025-05-26,2025-06-02,2025-06-09,2025-06-16,2025-06-23,2025-06-30,2025-07-07,2025-07-14,2025-07-21,2025-07-28,2025-08-04,2025-08-11,2025-08-18,2025-08-25,2025-09-01,2025-09-08,2025-09-15,2025-09-22,2025-09-29,2025-10-06,2025-10-13,2025-10-20,
	clarks,1.797064306,1.608980583,1.675840234,1.567244325,1.781303813,1.592324944,1.440838742,1.519565766,1.459371884,1.416666667,1.434325744,1.530144494,1.551282051,1.482588293,1.666914314,1.96993431,1.987804878,1.99975112,1.712942341,1.597066866,1.669204322,1.650036684,1.635872236,1.775782577,1.896122897,2.097836538,2.189034565,1.943062979,1.908272987,1.780118634,2.026493799,1.749607672,1.850932712,2.158169083,2.456293132,1.867788027,1.695842956,1.873015873,2.063554143,2.081757918,2.041302235,2.217201166,2.341339156,0.3456278492
	lego,2.446504993,1.823705926,1.79959718,1.809378186,1.859704641,1.771272443,1.995291656,1.903761349,1.904786681,1.757662338,1.950764447,2.086432687,2.158559032,2.316488669,2.616143265,2.852110852,3.121250961,3.166411825,2.626463104,2.495250321,2.600606673,2.457379935,2.471969697,2.555190705,2.363200404,2.293925703,2.276351856,2.493651979,2.471532481,2.271567892,2.769668481,2.427707809,2.158408408,2.053199498,2.070538385,2.023529412,1.873873874,1.865847543,1.741066935,2.094120553,1.92184812,2.023323615,2.432977461,0.2326631104
	fossilgroup,4.537276648,3.637191157,3.687459389,3.934219269,3.907407407,4.182206406,4.448625181,3.933090909,3.709677419,3.825768668,3.794265233,4.301300578,4.484444444,4.32916053,4.057121662,4.40972734,4.369760479,4.46686747,4.733383122,4.77516532,5.360583942,5.505223881,5.1609538,5.579453067,5.37848006,5.699029126,6.076127125,5.725037258,5.759286776,6.038863976,6.286253776,6.639183056,6.209408194,6.348323171,5.950457317,5.470633105,5.277904328,5.451930356,5.698302469,5.891603053,6.125942685,5.977071006,6.729532164,1.262905162
	footasylum,1.415871122,1.23200559,1.140113798,1.128017557,0.9910447761,1.040570999,1.127480916,1.151400454,1.176970634,1.080123267,1.224406224,1.310373444,1.351485149,1.372093023,1.215149073,1.956162117,2.114239743,2.146699267,1.856674857,1.739600666,1.933389545,2.144855967,1.845833333,2.004922067,1.795020747,1.893850042,1.675491033,1.788461538,1.824591574,1.871244635,2.198290598,1.789473684,1.726280437,1.956302521,1.890212766,1.335640138,1.172977625,1.13253012,1.097079038,1.230125523,1.148705096,1.128524046,1.574979952,0.2716199756
	whitestuff,6.225252525,5.956989247,5.361018826,5.226519337,4.588628763,4.71011236,4.297968397,4.623435722,5.75,4.241746539,5.537953795,5.723905724,5.687358916,5.649890591,6.480504587,4.815154994,4.473047305,4.372017354,4.306593407,4.784116331,4.843612335,4.629102845,6.230176211,5.001116071,3.913282108,4.339686099,3.810363837,3.78483835,3.753914989,3.975636766,4.916571429,3.775028121,4.4138322,4.150776053,4.405617978,4.223830735,4.328341014,5.654320988,6.541958042,5.291183295,5.271702368,5.18161435,3.9049217,0.3452593918
	williams,2.417735043,3.419727177,3.32642487,3.665271967,3.382417582,2.575609756,2.22605364,2.463694268,2.612820513,2.693295292,2.885375494,2.701315789,2.882275132,2.312093628,2.402906209,2.073806078,2.191091954,2.4625,2.499306519,2.54359673,2.642553191,2.54798331,2.633802817,2.981868898,2.731364276,2.581137309,2.680339463,2.685834502,2.6375,2.690042076,2.606886657,2.607594937,6.623943662,4.256521739,2.877906977,3.063829787,3.483453237,3.284271284,3.316860465,3.167159763,3.161054173,3.402542373,3.164502165,0.9695652174
	lornajaneoms,0.6558345643,0.6931982634,0.7609329446,0.6571856287,0.697466468,0.6255707763,0.6070901034,0.6220238095,0.6116788321,0.5338461538,0.6032210835,0.5250737463,0.6124818578,0.6132352941,0.6341463415,0.6874074074,0.5622188906,0.6501457726,0.609375,0.5814285714,0.6017191977,0.6101694915,0.606017192,0.6340782123,0.7422535211,0.6078984485,0.6398305085,0.6802244039,0.7810320781,0.6555090656,0.7319444444,0.648199446,0.7895480226,0.7388268156,0.811452514,0.727647868,0.8321678322,0.650879567,0.8543046358,0.7018469657,0.6840101523,0.9711664482,0.9319371728,0.2412280702
	deseret,0.8346094946,0.9089481947,0.9491255962,0.9261006289,0.808,0.8637820513,0.7928802589,0.6694078947,0.6757188498,0.6875,0.631147541,0.9437299035,0.8410174881,0.6915422886,1.025723473,1.072,0.7431781701,0.8178913738,0.7682333874,0.6290322581,1.105177994,0.7158908507,0.8472906404,0.798679868,0.8482871126,0.7916666667,0.6336134454,0.8416666667,0.7764705882,0.7383333333,1.044628099,0.9522240527,0.7390572391,0.7138157895,0.7926045016,0.7356321839,0.6888168558,0.710031348,0.7854938272,0.6495327103,0.9728915663,0.7249626308,1.137880987,0.2018779343
	sweatybetty,4.332110092,3.705323194,3.035502959,2.870656371,3.484496124,2.785578748,2.718446602,3.324489796,3.325,3.080392157,3.477317554,3.872798434,3.715667311,3.401559454,2.906746032,3.478087649,3.448543689,3.607279693,3.252446184,3.907020873,3.415384615,3.645669291,3.180722892,3.495967742,4.617021277,4.112621359,3.956349206,3.972332016,3.519762846,3.499009901,4.221556886,3.380952381,2.975103734,3.868312757,3.439330544,2.913402062,2.912317328,3.808467742,2.983805668,2.772635815,2.916496945,2.671936759,2.867075665,0.4342105263
	roots,1.821568627,1.494949495,0.6390243902,0.8387755102,0.7188841202,0.5820895522,0.6065934066,0.6731182796,0.6153846154,0.5601659751,0.5219206681,0.5473251029,0.5421166307,0.4547461369,0.6214442013,0.5168539326,0.626719057,0.5329457364,0.5745098039,0.4727954972,0.8093306288,0.6121673004,0.6011450382,0.7323135755,0.7393715342,0.6961325967,0.6672897196,0.6487523992,0.6331360947,0.6549707602,0.6235059761,0.594488189,0.5310621242,0.6274509804,0.748015873,0.6592741935,0.6564885496,0.7716981132,0.68,0.6613545817,0.6926229508,1.135687732,0.9097605893,0.1413043478
